A1,"
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 規劃EIP-1056智能合約介面設計
    - 研究EIP-1056標準文件，了解其定義與要求
    - 設計初步的智能合約介面，確保涵蓋所有12項功能
2. 整理所需簽章驗證資源
    - 搜集並確認secp256r1橢圓區線加密相關資料
    - 確認測試所需的公開資料集來源
3. 設置開發環境
    - 安裝並配置以太坊開發工具及框架
    - 測試並確認開發環境的正確運行

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 開發智能合約介面原型
    - 實現12項EIP-1056功能的基礎代碼
    - 實施Initial功能模組測試，確保合約基本運行
2. 智能合約調試
    - 對原型代碼進行細節修改，以確保符合EIP-1056標準
    - 測試調試各項功能，排查及修復BUG
3. 整理測試數據
    - 從公開資料集中隨機選取十份數據進行準備
    - 確認數據完整性及適用性

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 設計並實施測試用例
    - 編寫測試用例以檢查secp256r1簽章驗證功能
    - 設計隨機挑選數據的測試流程
2. 執行簽章驗證測試
    - 利用準備好的數據進行secp256r1簽章驗證測試
    - 記錄每次測試的結果，並分析通過與未通過情況
3. 整理並分析測試結果
    - 將測試結果匯總，形成初步報告
    - 分析未通過部分的原因，提出改進建議

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 改進智能合約設計 
    - 根據測試結果對智能合約進行修改
    - 修正影響簽章驗證的代碼部分
2. 優化secp256r1簽章驗證功能
    - 強化簽章驗證的性能和精度
    - 進行大量數據測試以驗證改進效果
3. 重新進行全面測試
    - 重複之前的10份數據測試，以確認問題修正
    - 其他功能的回歸測試，確保未引入新BUG

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 審查與驗證智能合約
    - 獨立審查合約代碼，確保符合EIP-1056標準
    - 針對簽章驗證部分進行第三方審查，確認無誤
2. 編寫最終測試報告
    - 根據最終測試結果撰寫詳細報告
    - 列明測試通過與否的細節及改進措施
3. 撰寫開發文檔
    - 編寫智能合約操作手冊，說明各功能及使用方式
    - 列出開發過程中遇到的問題及解決方案

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 確認最終版本發布準備
    - 確認所有合約代碼及文檔已更新至最終版本
    - 進行最終內部測試，確保一切運行正常
2. 部署智能合約至公有鏈
    - 將智能合約發布至以太坊主網
    - 執行部署後測試，確保上線無誤
3. 發布與技術支持
    - 向相關方發布更新通知及使用指南
    - 設置技術支持渠道，解答用戶疑問，收集反饋"
A1,"
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2月

工作項目：
1. 需求分析與設計
    - 分析EIP-1056定義之智能合約程式介面需求
    - 設計智能合約架構，確保支援secp256r1橢圓區線加密之簽章驗證
2. 資料集準備
    - 收集並準備公開資料集
    - 從公開資料集中隨機挑選十份資料，用於後續的簽章驗證測試
3. 技術選型
    - 確定使用的技術框架及工具
    - 評估不同加密庫的性能及其對secp256r1簽章的支持

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2月

工作項目：
1. 智能合約初步開發
    - 初步開發EIP-1056定義之智能合約程式介面
    - 實現基本智能合約功能，確保合約能夠正常運行
2. 簽章驗證模組設計
    - 設計secp256r1簽章驗證模組的功能
    - 實現簽章驗證所需的基本邏輯
3. 單元測試編寫
    - 為每個智能合約函數編寫單元測試
    - 確保每個函數的基本邏輯正確

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年3月

工作項目：
1. 簽章驗證模組開發
    - 深入實現secp256r1橢圓區線加密之簽章驗證邏輯 
    - 優化簽章驗證演算法，提高性能
2. 數據介面集成
    - 集成智能合約與數據集介面，確保數據用於簽章驗證
    - 測試數據接口，確保數據傳輸的正確性和穩定性
3. 中期測試
    - 使用已挑選的十份資料進行初步簽章驗證測試
    - 記錄各項測試通過與否之測試報告

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年3月

工作項目：
1. 測試報告整理
    - 整理並分析初步簽章驗證測試報告之結果
    - 確認並修正測試中發現的錯誤與問題
2. 合約優化
    - 根據測試結果改進智能合約功能與性能
    - 優化代码，提高合約可讀性与维护性
3. 持續集成與部署
    - 設置持續集成工具，確保每次修改後自動進行測試
    - 部署合約至測試鏈，進行更大範圍的測試

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年4月

工作項目：
1. 全面測試
    - 對智能合約進行全面測試，檢查所有已開發功能
    - 使用更多不同資料進行secp256r1簽章驗證測試
2. 進行安全審計
    - 尋求第三方進行智能合約安全審計
    - 修復審計中發現的所有安全漏洞
3. 用戶反饋與改進
    - 收集測試用戶的反饋意見
    - 根據反饋進行必要的改進和優化

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年4月

工作項目：
1. 最終報告
    - 統整所有測試報告及其結果
    - 編寫最終技術報告以及測試報告一式，並提交給相關部門
2. 產品上線準備
    - 完成所有最終測試，驗證合約穩定性
    - 準備合約上線所需的文檔與資源
3. 正式上線
    - 將合約部署至公有鏈
    - 監控上線後的合約運行情況，并進行必要的調整"
A1,"
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2月

工作項目：
1. 合約介面設計
    - 針對EIP-1056進行研究，確立合約介面所需功能。
    - 設計智能合約程式架構，確保符合EIP-1056要求。
2. 資料集準備
    - 搜集多個公開資料集，篩選出10份可用於測試的資料。
    - 確認資料格式與簽章驗證需求相符。
3. 橢圓區線加密簽章準備
    - 安裝並配置支援secp256r1橢圓區線加密的相關工具和程式庫。

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年3月

工作項目：
1. 智能合約開發
    - 根據設計文件實作EIP-1056準則的智能合約。
    - 針對合約進行單元測試，確保基本功能運作正常。
2. 簽章驗證模組開發
    - 撰寫支援secp256r1橢圓區線加密的簽章驗證模組。
    - 整合驗證模組進智能合約，保障驗證功能順利執行。
3. 測試資料準備
    - 隨機挑選10份資料集進行準備，確保符合測試環境需求。
    - 整理測試資料，準備進行簽章驗證。

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年3月

工作項目：
1. 簽章驗證測試
    - 使用10份資料集進行secp256r1簽章驗證測試。
    - 逐項檢查資源文件與程式碼，確保簽章驗證通過。
2. 測試報告撰寫
    - 撰寫各項測試結果報告，記錄測試通過與否。
    - 對每份資料的測試結果進行歸納和統計。
3. 測試結果審核
    - 與團隊成員一同審核測試報告，確認結果的準確性。
    - 彙整所有測試結果，確保無遺漏錯誤。

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年3月

工作項目：
1. 提升合約性能
    - 優化智能合約程式碼，提高運行效率。
    - 減少不必要的運算資源消耗，提升系統速度。
2. 確認合約安全
    - 對合約進行安全審查，排除潛在漏洞。
    - 進行壓力測試，確保其在高負載情況下穩定運作。
3. 撰寫技術文檔
    - 撰寫合約開發過程與技術細節文檔，便於後續維護與開發。
    - 確認文檔內容完整且準確。

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年4月

工作項目：
1. 測試準備
    - 重新確認10份資料的完整性，準備進行最終測試。
    - 確保所有測試環境與數據準備無誤。
2. 最終測試執行
    - 進行全面的secp256r1簽章驗證測試，記錄所有測試結果。
    - 確認所有功能點皆成功通過測試。
3. 測試報告撰寫
    - 完整編寫最終測試報告，記錄測試過程及結果。
    - 撰寫區塊鏈合約的專項報告，提出改進建議。

","
工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年4月

工作項目：
1. 最終報告匯總
    - 整理並匯總所有測試結果和技術文檔。
    - 撰寫最終專案報告，包含所有開發與測試細節。
2. 報告審核
    - 與團隊成員一同審核最終報告，確保各項內容準確無誤。
    - 進行內部報告簡報，準備對外發布。
3. 專案結束
    - 確認所有開發及測試工作已完成，專案順利結束。
    - 向相關合作方提交最終報告，進行交接。"
A1,"

工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 設計智能合約介面
    - 根據EIP-1056 定義設計合約介面。
    - 確認12項核心功能並編寫合約草稿。
2. 測試資料準備
    - 使用公開資料集，隨機挑選十份資料。
    - 整理資料並製作測試案例。
3. 確認簽章驗證方式
    - 研究及確認secp256r1橢圓區線加密簽章驗證的方法。
    - 撰寫驗證程式碼草案。

","

工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 編寫智能合約程式碼
    - 完成12項EIP-1056 定義之智能合約程式介面編寫。
    - 確保每一項功能經過基本測試。
2. 整合簽章驗證邏輯
    - 將secp256r1簽章驗證邏輯整合到智能合約中。
    - 確認合約能正確處理簽章驗證。
3. 撰寫單元測試
    - 為每一項智能合約功能撰寫單元測試。
    - 初步測試確認所有功能無錯誤。

","

工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 深入測試智能合約功能
    - 使用準備的十份資料進行深度測試。
    - 測試包括錯誤處理和邊界條件。
2. 驗證測試報告編寫
    - 對每一次測試進行記錄，並詳述測試結果。
    - 生成測試報告，標示通過與否。
3. 確認合約的安全性
    - 執行安全性測試，確保合約無漏洞。
    - 利用自動化工具對合約進行靜態分析。

","

工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 修改錯誤及優化合約
    - 根據測試結果修改發現的錯誤。
    - 優化程式碼，提高效能和可讀性。
2. 反覆測試
    - 再次運行全部測試案例，確保問題已修復。
    - 進行壓力測試，檢查合約在高負載下的表現。
3. 驗證最終版本
    - 將最終版本的智能合約提交給團隊進行全局測試。
    - 確認所有功能運作正常且簽章驗證無誤。

","

工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 最終審查及確認
    - 與團隊進行分析，確認最終版本合約的完整性。
    - 接受同事建議，進行必要的微調。
2. 文件編寫
    - 編寫智能合約使用指南及技術文檔。
    - 製作測試報告的最終版本。
3. 合約部署準備
    - 為合約部署到測試網絡進行準備。
    - 確定所有依賴項已到位。

","

工作記錄
查核點編號： A1 智能合約開發
執行時間： 113年2-4月

工作項目：
1. 部署到測試網絡
    - 在測試網絡上部署合約。
    - 進行實地測試，確認部署無誤。
2. 實驗測試
    - 在測試網絡上進行模擬交易和簽章驗證。
    - 收集測試數據，與預期結果進行比較。
3. 完成最終測試報告
    - 撰寫最終測試報告，總結測試結果及驗證情況。
    - 整理所有測試數據及報告，提交團隊審核。

"
A2,"工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 智能合約設計
    - 研究EIP-1056 智能合約程式介面。
    - 制定支援secp256r1橢圓區線加密之簽章驗證方法。
    - 撰寫智能合約初步藍圖。
2. 規劃開發時間表
    - 設定開發、測試及部署各階段的時間安排。
    - 確定各階段所需資源與人力。
3. 確認技術堆疊
    - 決定使用之程式語言、框架及開發工具。

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 智能合約編碼
    - 根據藍圖開始撰寫合約程式碼。
    - 整合secp256r1橢圓區線加密簽章驗證功能。
2. 單元測試
    - 編寫智能合約的單元測試案例。
    - 進行初步測試以確保每個功能正常運作。
3. 修正錯誤
    - 對測試中發現的錯誤進行debug和修正。

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 整合測試
    - 將智能合約與區塊鏈網路進行整合測試。
    - 驗證合約在整合環境中的行為。
2. 進行安全檢查
    - 審查合約以發現潛在的安全漏洞。
    - 參照EIP-1056標準進行安全性驗證。
3. 測試報告
    - 撰寫測試報告，記錄發現和優化建議。

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 合約部署準備
    - 準備優化後的合約版本以便部署。
    - 設置部署環境與參數。
2. 審查部署計劃
    - 確認部署計劃和回退策略。
    - 進行最終部門內部討論與確認。
3. 合約部署至區塊鏈
    - 將合約正式部署至區塊鏈網路。

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 部署後測試
    - 對已部署的智能合約進行功能確認測試。
    - 驗證合約的交易與簽章運作情況。
2. 監控系統
    - 設置監控系統以監控合約的運行情況。
    - 記錄並分析相關數據以便優化運行效能。
3. 撰寫監控報告
    - 撰寫初步監控數據報告，提供綜合分析。

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 系統維護
    - 對運行中的智能合約進行定期維護。
    - 根據監控數據進行相應的優化。
2. 使用者反饋
    - 收集並分析用戶反饋以改善合約功能。
    - 進行相應修改並部署更新。
3. 最終報告
    - 整理從設計到部署的全過程記錄和數據。
    - 撰寫最終報告提供完整項目回顧與評估。"
A2,"工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 設計智能合約
    - 根據EIP-1056標準設計智能合約架構
    - 確認包含secp256r1橢圓區線加密的簽章驗證功能
2. 準備開發環境
    - 安裝並設定開發所需工具和框架
    - 確認區塊鏈節點連線正常
3. 撰寫智能合約草稿
    - 寫出初步的智能合約程式碼
    - 測試基本功能是否正常

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 智能合約程式碼開發
    - 根據設計撰寫完整的智能合約
    - 確認EIP-1056介面符合標準
2. 實現簽章驗證功能
    - 寫入支援secp256r1橢圓區線加密的簽章驗證程式碼
    - 測試多種簽章是否能正確驗證
3. 初步測試智能合約
    - 在本地測試環境中部署並運行智能合約
    - 修正發現的錯誤

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 實際部署測試
    - 將智能合約部署至測試網絡環境
    - 系統加入實際交易測試
2. 測試智能合約界面
    - 驗證智能合約與用戶的互動正確性
    - 測試不同情境下的操作結果
3. 修正測試問題
    - 收集測試階段發現的問題並進行修正
    - 確保所有功能正常運作

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 對智能合約進行優化
    - 優化簽章驗證的效能
    - 減少智能合約的運作成本
2. 安全性測試
    - 進行安全性漏洞掃描
    - 模擬攻擊測試以驗證系統穩定性
3. 修復安全性漏洞
    - 修正安全性測試中的漏洞
    - 確保智能合約無高風險漏洞

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 最終部署
    - 部署最終版本至正式區塊鏈網絡
    - 記錄部署過程中的交易ID
2. 設置區塊鏈瀏覽器連結
    - 確認智能合約在區塊鏈瀏覽器上的顯示正常
    - 生成區塊鏈瀏覽器連結提供給開發團隊
3. 系統再測試
    - 確認所有功能在正式環境中的實際運行效果
    - 定期監控系統運行狀況

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 文件撰寫與交付
    - 寫智能合約的技術文檔
    - 記錄所有開發與測試步驟
2. 團隊培訓
    - 對開發團隊進行系統使用與維護培訓
    - 解答團隊關於智能合約的問題
3. 系統維護
    - 建立系統監控報告機制
    - 確定未來更新和維護計劃"
A2,"工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 設計智能合約架構
    - 研究EIP-1056標準
    - 制定智能合約的功能需求
2. 編寫智能合約代碼
    - 根據EIP-1056標準，撰寫智能合約基本功能
    - 增加secp256r1橢圓區線加密簽章驗證的支持
3. 内部代碼審查
    - 同事之間進行代碼審查，確保功能實現正確
    - 修正代碼審查中發現的問題

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 修復和優化代碼
    - 根據審查意見修復代碼中的錯誤
    - 優化合約中的運算效率
2. 撰寫單元測試
    - 為智能合約的每個功能編寫單元測試
    - 確保測試覆蓋率達到90%以上
3. 執行單元測試
    - 運行所有單元測試，確保所有測試通過
    - 針對失敗的測試用例進行調試和修復

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 深度測試和驗證
    - 進行深度測試，模擬不同使用情境
    - 驗證secp256r1橢圓區線加密簽章驗證功能
2. 部署前準備
    - 編寫智能合約的部署腳本
    - 確認部署環境已經配置正確
3. 部署智能合約
    - 將最終版智能合約部署至區塊鏈上
    - 確保部署過程無錯誤並記錄部署Transaction ID

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 部署後驗證
    - 確認智能合約的功能在區塊鏈上運行正常
    - 驗證每一項功能是否正確運行，包括簽章驗證
2. 撰寫使用手冊
    - 為用戶撰寫智能合約的使用手冊，解釋各項功能
    - 提供實例數據和操作指南
3. 用戶測試與反饋收集
    - 邀請部分用戶進行測試
    - 收集用戶反饋，針對常見問題進行修正

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 優化智能合約
    - 根據用戶反饋進行代碼優化
    - 改進智能合約的使用體驗
2. 更新部署版本
    - 將優化後的智能合約進行重新部署
    - 確認更新版本的功能正常運行
3. 公佈鏈接和版本更新
    - 將最新智能合約的區塊鏈瀏覽器連結公開
    - 通知用戶更新內容和最新鏈接

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 最終審查和確認
    - 全面審查智能合約，確保所有功能無瑕疵
    - 確認所有改進都已正確實現
2. 編寫最終報告
    - 撰寫項目最終報告，包括過程、成果和改進
    - 提交報告給相關部門進行審核
3. 項目結案
    - 確認報告通過審核
    - 正式結束智能合約開發項目"
A2,"工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 設計智能合約架構
    - 遵循EIP-1056標準
    - 確認智能合約需求和功能規範
2. 研究secp256r1橢圓區線加密
    - 熟悉相關加密演算法
    - 研究簽章驗證過程
3. 制定部署策略
    - 制定智能合約部署計劃
    - 準備部署環境

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 撰寫智能合約程式碼
    - 根據設計文件編寫智能合約
    - 引入EIP-1056介面
2. 整合secp256r1簽章驗證
    - 添加secp256r1加密支持
    - 驗證簽章工作流程的準確性
3. 單元測試
    - 撰寫單元測試用例
    - 確保智能合約功能正常運行

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 部署智能合約至測試網
    - 準備測試環境
    - 部署合約並收集測試數據
2. 測試網驗證
    - 執行完整的功能測試
    - 修正測試過程中的任何異常
3. 生成測試報告
    - 記錄測試結果
    - 生成完整測試報告供團隊參考

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 優化智能合約
    - 根據測試結果優化合約性能
    - 改善代碼結構和可讀性
2. 實施安全審查
    - 進行安全審查以確保合約安全
    - 確認並修正任何潛在漏洞
3. 二次測試
    - 再次測試所有已修改部分
    - 確認修正後的合約穩定性

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 部署合約至正式鏈
    - 部署智能合約到生產環境的區塊鏈上
    - 確認部署成功並運行正常
2. 區塊鏈瀏覽器連結
    - 生成區塊鏈瀏覽器連結
    - 分發連結以供查閱
3. 監控運行狀況
    - 持續監控合約運行情況
    - 即時處理解決任何異常

","

工作記錄
查核點編號： A2 智能合約開發
執行時間： 113年5-7月

工作項目：
1. 整理技術文檔
    - 完善開發過程中的技術文件
    - 明確說明合約設計和實現細節
2. 交付最終報告
    - 撰寫最終開發報告
    - 提交給相關方進行審查
3. 項目總結
    - 總結整個開發過程的經驗教訓
    - 提出改進建議以供未來參考"
A3,"
工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2月

工作項目：
1. 需求分析
    - 查看初步需求，確定API功能
    - 收集相關文件和資料
2. API端點設計
    - 設計addSigner、veriftyClaim和query的端點
    - 定義各端點的資源和請求方法
3. 回應資料格式
    - 初步設計API回應資料格式
    - 確保各端點回應格式一致

","
工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年3月

工作項目：
1. API規格文件編寫
    - 撰寫聲明文件內容定義
    - 確認每個API端點的說明
2. 安全機制討論
    - 規劃防止重入攻擊的方法
    - 確認安全機制對系統性能的影響
3. 資源範圍確定
    - 確定各API端點將處理的資源範圍
    - 確保端點資源劃分合理

","
工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年3月

工作項目：
1. API開發
    - 開始撰寫addSigner端點的代碼
    - 開始撰寫veriftyClaim端點的代碼
2. 測試計劃制訂
    - 制訂初步的功能測試計劃
    - 編寫測試用例
3. 性能評估
    - 評估防止重入攻擊對系統效能的影響
    - 調整設計以優化效能

","
工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年4月

工作項目：
1. 測試執行
    - 開展初步功能測試
    - 修復測試過程中發現的錯誤
2. API測試文檔
    - 編寫API端點測試文檔
    - 條列各端點可能發生的錯誤及其處理方法
3. 安全機制實施
    - 實施設計好的安全機制
    - 測試安全機制的有效性

","
工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年4月

工作項目：
1. API驗收測試
    - 結合最終用戶進行API端點驗收測試
    - 收集用戶反饋並進行必要的修正
2. API文件最終修訂
    - 根據實際使用情況修訂API規格文件
    - 完成聲明文件內容的最終確認
3. 安全性再次確認
    - 最終檢查防止重入攻擊的有效性
    - 確認實施的安全機制無誤

","
工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年4月

工作項目：
1. 最終發佈準備
    - 進行最後的功能和安全性檢查
    - 確保所有端點運作正常
2. API文件發佈
    - 將最終確定的API規格文件發佈到API參考平台
    - 確保所有開發人員和相關人員獲得最新文件版本
3. 總結與記錄
    - 對整個開發流程進行總結
    - 記錄開發過程中的經驗教訓以供後續參考
"
A3,"工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2-4月

工作項目：
1. 設計API端點
    - 確定資源包括聲明文件內容定義、addSigner、verifyClaim 及 query 功能的具體需求
    - 擬定各功能的請求方法 (如GET、POST、PUT等)
    - 規劃回應資料格式，確保資料一致性與易讀性
2. 安全機制規劃
    - 分析可能的重入攻擊情境
    - 設計有效的防範措施以避免系統效能受到影響
3. 文件撰寫
    - 編寫詳細的API規格文件
    - 包含所有端點、請求方法、參數說明及回應格式
    - 確保文件清晰且易理解

","

工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2-4月

工作項目：
1. API端點設計細化
    - 具體化每個端點的功能參數及邏輯處理流程
    - 對涉及資源的請求方法進行優化
    - 確定回應資料格式的必要屬性，避免資料冗餘
2. 安全機制詳細規劃
    - 實施系統重入攻擊檢測機制
    - 控制訪問頻率，以維持系統效能
3. 規格文件校對
    - 對之前編寫的規格文件進行詳細校對
    - 確認文件內容的完整性和準確性
    - 整理和格式化文件，便於後續審閱

","

工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2-4月

工作項目：
1. API開發實施
    - 按照已設計好的API端點開始進行編碼
    - 實現各功能的處理邏輯 (如聲明文件內容處理、addSigner、verifyClaim、query)
    - 進行單元測試，確保每個功能正確運行
2. 安全機制實施
    - 將設計好的防重入攻擊機制集成到系統中
    - 測試防護措施的有效性，調整並優化
3. 開發文檔撰寫
    - 製作開發過程中的技術文檔，詳細記錄開發步驟與過程
    - 包括各API端點的測試結果和遇到的問題及解決方案

","

工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2-4月

工作項目：
1. API功能整合測試
    - 對實現的API進行功能測試
    - 模擬真實使用場景，檢測API在多種情況下的反應
    - 修正測試中發現的問題，優化功能細節
2. 安全性測試
    - 執行多方面的安全性測試，特別是重入攻擊測試
    - 結合負載測試評估系統效能受影響程度
    - 調整和加固防護機制，確保全面的安全性
3. 測試報告撰寫
    - 撰寫完整的測試報告，包含測試案例、發現的問題及解決方案
    - 提供測試數據和結果分析，作為系統優化的依據

","

工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2-4月

工作項目：
1. API調整與優化
    - 根據測試反饋調整API設計
    - 優化性能瓶頸，提升API的處理效率
    - 更新API規格文件，反映最新的變更
2. 安全機制作進一步優化
    - 深入分析重入攻擊可能的變化情境，進行進一步設計
    - 測試並調整防護措施以適應新的需求
3. 用戶手冊撰寫
    - 撰寫詳細的API使用說明書
    - 包含簡單的例子和最佳實踐，幫助用戶快速上手
    - 檢查手冊內容的準確性和完整性

","

工作記錄
查核點編號： A3 平台 API 設計
執行時間： 113年2-4月

工作項目：
1. 最終審查與確認
    - 召開內部評審會議，對整個API設計進行最後確認
    - 彙總所有反饋意見，進行必要的最後調整
    - 確認所有文檔（包括規格文件、開發文檔、測試報告、用戶手冊）均已準備完畢
2. 部署準備
    - 設計API部署計劃，確保減少對現有系統的影響
    - 準備部署流程文檔和操作指南
3. 總結與分享
    - 編寫最終工作報告，總結整個過程中的經驗與教訓
    - 內部分享會，交流經驗和心得，促進團隊內部學習與提升"
