A1,"
工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2月

工作流程與步驟：
1. 設計智能合約程式介面
    - 遵循EIP-1056標準進行設計
    - 定義12項必要之智能合約函式
    - 確認合約介面與區塊鏈平台相容性
2. 實作智能合約功能
    - 使用Solidity撰寫智能合約程式碼
    - 將12項EIP-1056函式具體化並測試其基本功能
    - 編寫合約部署腳本準備部署
3. 預先測試及模擬
    - 在本地區塊鏈環境上進行合約部署模擬
    - 模擬所需之交易測試合約函式
    - 收集測試數據，確保無重大漏洞

","
工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年6月

工作流程與步驟：
1. 使用公開資料集進行驗證測試
    - 從公開資料集中隨機選取10份資料
    - 進行secp256r1簽章驗證測試
    - 紀錄每份資料之測試結果
2. 部署智能合約至區塊鏈
    - 將完成之智能合約部署至目標區塊鏈上
    - 確認合約成功部署並生成區塊鏈瀏覽器連結
    - 分享區塊鏈瀏覽器連結供查驗
3. 撰寫完整測試報告
    - 匯總各項測試之通過與否結果
    - 撰寫測試報告，包含測試方法與結果分析
    - 提供一份完整測試報告以備查驗"
A1,"

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2月

工作流程與步驟：
1. 智能合約設計
    - 研究並遵循EIP-1056標準的智能合約程式介面
    - 設計12項EIP-1056定義的智能合約功能
    - 撰寫初步的智能合約草案，包括介面定義和功能設計

2. 測試資料準備
    - 蒐集並清理公開資料集，以確保資料質量
    - 隨機挑選十份資料作為簽章驗證測試樣本
    - 生成secp256r1簽章作為測試基準

3. 初步測試
    - 在開發環境中進行智能合約功能測試
    - 使用隨機挑選的資料進行secp256r1簽章驗證
    - 紀錄各項測試結果，初步分析測試通過與否及存在問題

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年3-7月

工作流程與步驟：
1. 智能合約開發與部署
    - 根據初步測試結果，修正和優化智能合約程式碼
    - 在測試網絡上進行反覆部署與測試，確保功能一致
    - 最終部署至區塊鏈主網，生成區塊鏈瀏覽器連結

2. 簽章驗證測試
    - 使用公開資料集中的十份資料，進行secp256r1簽章驗證
    - 對每項測試進行詳盡記錄，分析通過與否之原因
    - 完成詳細的測試報告，總結各項測試結果並提出改善建議

3. 最終檢查與報告
    - 審核所有測試報告，確保資訊完整準確
    - 匯總所有工作成果與部署結果，準備最終報告
    - 提供智能合約區塊鏈瀏覽器連結以及詳細的測試報告給上級審查"
A1,"工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計智能合約介面
    - 根據EIP-1056標準進行智能合約介面設計
    - 確認所需之12項介面功能
    - 制作設計文檔供團隊成員審核
2. 開發智能合約
    - 根據已訂之介面設計開始撰寫智能合約
    - 遵循secp256r1橢圓曲線加密之要求
    - 將進度定期提交至版本控制系統供團隊檢查和反饋
3. 測試階段
    - 使用公開資料集，從中隨機挑選十份資料進行簽章驗證測試
    - 撰寫測試案例並執行測試
    - 記錄並分析測試結果，準備測試報告一份供審查

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2-9月

工作流程與步驟：
1. 改進智能合約
    - 根據測試報告中的反饋進行智能合約調整
    - 進一步優化EIP-1056界面的實現
    - 測試改進後的智能合約功能
2. 智能合約部署
    - 部署最終版本之智能合約至區塊鏈
    - 驗證合約的部署過程，確保無誤
    - 覆核並記錄智能合約的區塊鏈瀏覽器連結一份
3. 最終測試與驗證
    - 確認智能合約在區塊鏈上的正確運作
    - 繼續使用公開資料集，維持secP256r1簽章驗證測試
    - 撰寫最終測試報告，匯總所有測試記錄和結果，確認測試通過與否之情形"
A2,"
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計 API 端點
    - 確定所需的資源。
    - 針對不同的功能分別設計端點：addSigner、verifyClaim 及 query。
    - 確定 GET、POST 等請求方法及相應的響應資料格式。
2. 聲明文件內容定義
    - 完整描述每個端點的功能與預期行為。
    - 定義請求與回應中數據的格式和必需欄位。
    - 撰寫範例請求及回應，增加文件的易讀性。
3. 安全機制規劃
    - 針對每個 API 端點增加身份驗證，確保只有授權用戶可以訪問。
    - 實施防止重入攻擊的安全策略。
    - 評估各端點對系統效能的潛在影響，並進行必要的優化。

","
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. API 開發及測試
    - 編碼實現各個 API 端點，包括 addSigner、verifyClaim 與 query 功能。
    - 撰寫單元測試，確保每個功能正常運行。
    - 使用 Postman 或類似工具進行手動測試，檢查API響應的正確性和效率。
2. 安全測試與加強
    - 執行滲透測試，找出可能的安全漏洞。
    - 強化身份驗證模組，使用 OAuth 或其他可靠的驗證方法。
    - 增加日誌記錄功能，記錄關鍵操作以便後續分析。
3. 驗收測試與文檔審查
    - 與前端團隊協作進行整合測試，確認 API 能和前端無縫接合。
    - 蒐集用戶反饋並進行必要的調整和優化。
    - 最終審查 API 規格文件，確保準確無誤，並將最終版文件發佈到團隊共享資源。"
A2,"
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計 API 端點
    - 確定資源：定義聲明文件內容及所需參數
    - 請求方法：為每個功能選擇適當的 HTTP 方法，如 POST、GET、PUT 等
    - 回應資料格式：指定回應中的 JSON 或 XML 格式，並確保一致性
2. 安全機制規劃
    - 避免重入攻擊，例如增加狀態檢查機制
    - 識別和校驗合法請求來源，通過 API 密鑰或憑證
    - 實施速率限制（Rate Limiting），以保護系統效能
3. 開始原型實作
    - 開發 addSigner 功能的初步版本
    - 測試 verifyClaim 功能的正確性
    - 計畫實作 query 功能，確保資料檢索效率
","
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. API 端點設計複查
    - 重新審查資源定義，確保資料完整性
    - 優化請求方法的選擇，根據實際使用情境調整
    - 改進回應資料格式，增加錯誤處理訊息
2. 強化安全機制
    - 引入綜合驗證流程，加強請求來源識別
    - 增加日誌紀錄功能，記錄所有 API 交互以便追蹤
    - 豐富防護策略，如跨站請求偽造（CSRF）防護措施
3. 完成功能開發
    - 完成 addSigner 功能的最終測試並部署
    - verifyClaim 穩定測試並優化校驗邏輯
    - 實現 query 功能的高效檢索，完善資料查詢接口"
A2,"
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2月

工作流程與步驟：
1. 設計API端點
    - 確定資源：定義 API 規格文件，包含聲明文件內容定義、addSigner、verifyClaim 和 query 功能
    - 請求方法：確定各功能所用之HTTP請求方法，如 GET、POST 等
    - 回應資料格式：討論並確定使用 JSON 作為回應標準格式
2. API 安全機制規劃
    - 研究重入攻擊的防範方法，如加入 nonce 和時間戳等
    - 檢討現有系統的安全機制資源分配，確定是否需要升級
    - 設計API驗證和授權機制，如 OAuth2.0 等
3. 文檔編寫
    - 撰寫API檔案，詳細說明各端點功能及其使用方法
    - 編寫實施範例，方便開發者理解
    - 檢查文檔是否包含必要的錯誤處理指引

","
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年5月

工作流程與步驟：
1. API 實作
    - 實作 addSigner 功能，測試其能正確地添加簽名者
    - 實作 verifyClaim 功能，確保能正確驗證聲明
    - 實作 query 功能，確認數據查詢的準確性
2. 安全機制測試與調整
    - 對 nonce 和時間戳進行功能性測試，確認能防範重入攻擊
    - 測試 OAuth2.0 驗證機制，確保授權過程無漏洞
    - 壓力測試安全機制對系統效能的影響，調整參數以求最佳平衡
3. 專案檢討與優化
    - 收集團隊及使用者的反饋，檢討API功能的設計
    - 根據反饋進行優化，如簡化某些功能的使用流程
    - 進一步優化文檔，增加更多使用範例和常見問題解答"
A3,"
工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. API 初步設計
    - 根據 API 使用說明文件中所提供的呼叫方式，設計具體的 API 介面。
    - 定義請求資料格式，包含必要的參數和資料驗證。
    - 根據業務邏輯設計回應資料結構，確保所有必要的返回信息都被正確包含。
2. 數據模型開發
    - 根據 API 說明網站上的內容，設計並實現相應的數據模型。
    - 確保數據模型能支持 API 的所有請求和回應參數。
    - 進行數據庫結構的設計和調整，以支持所需的數據操作。
3. 安全控制實作
    - 實現 API 的身份驗證和授權機制，確保使用者能根據其權限正確訪問特定的 API 功能。
    - 設計並實施 API 請求的輸入資料驗證，防止常見的安全漏洞。
    - 測試 API 的安全性，並修補發現的任何潛在問題。

","
工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. API 介面測試
    - 使用功能測試工具測試各項 API 的請求和回應資料，確認它們的正確性。
    - 驗證業務邏輯是否完全符合預期，確保所有操作正常運作。
    - 進行壓力測試，確保 API 在高並發情況下能穩定運行。
2. 使用說明文件檢查
    - 根據開發過程中的變更，更新 API 使用說明文件，確保其內容與最新的 API 狀態一致。
    - 確認 API 使用說明文件中包含完整的呼叫方式、請求資料與回應資料，並附上最新的使用範例。
    - 製作並附上相關的截圖，包括 openapi 3.0 文件及 api 說明網站的截圖，以便使用者參考。
3. 最終審查和部署
    - 進行最終的 API 功能和安全性的審查，確保所有問題都已解決。
    - 準備 API 的最終部署方案，包括備份和還原計劃。
    - 部署 API 至線上環境，並進行最終的功能確認測試，確保上線過程順利完成。"
A3,"工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計API使用說明文件
    - 撰寫API使用說明文件，包括呼叫方式、請求資料和回應資料。
    - 添加使用範例，確保文件的易用性。
    - 截圖兩張以示範 openapi 3.0 文件及 api 說明網站。
2. 開發API功能
    - 根據API設計開發涉及的業務邏輯。
    - 建立相關數據模型，以確保數據處理的一致性。
    - 添加必要的安全控制措施，以保護資料。
3. 測試與驗證
    - 使用功能測試工具測試各項API功能。
    - 調整並修復發現的問題。
    - 確保API功能符合設計要求並穩定運行。

","

工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 繼續優化API使用說明文件
    - 修改和完善API使用說明文件中的細節。
    - 確保所有請求和回應數據的描述準確。
    - 將使用範例擴展到更多實際應用場景。
2. API功能優化
    - 根據測試結果進行API功能的優化。
    - 調整數據模型以提高數據處理的效率。
    - 加強安全控制措施，防範潛在的安全威脅。
3. 進行最終測試與審查
    - 進行全面的功能測試，涵蓋所有API接口。
    - 記錄並修正所有剩餘問題。
    - 與相關團隊進行審查，確保準備上線。"
A3,"工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計階段
    - 根據API設計開發功能，確定業務邏輯和數據模型
    - 準備API使用說明文件，包括呼叫方式、請求資料、回應資料及使用範例
    - 製作openapi 3.0 文件，同時確保api 說明網站的一致性
2. 開發階段
    - 依據設計文檔開發API功能，遵循既定業務邏輯和數據模型
    - 實施安全控制措施，確保數據傳輸和存取的安全性
    - 開發各項API的功能，並制作相應的截圖作為開發紀錄
3. 測試與驗證
    - 使用API功能測試工具進行各項API的測試，確保功能正常
    - 針對發現的問題進行修正，並重新測試以保證品質
    - 整理測試報告，並將結果納入API使用說明文件中

","

工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 功能強化與優化
    - 根據測試結果進行功能強化和優化，改善API性能
    - 持續更新API使用說明文件，記錄新的使用範例和最佳實踐
    - 更新截圖以反映最新的功能變更
2. 使用者反饋與修正
    - 蒐集用戶反饋，分析各項建議和問題
    - 根據反饋進行API的修正，優化業務邏輯和數據模型
    - 再次測試和驗證，確保修正後的功能符合需求
3. 文件完善與發佈
    - 完善API使用說明文件，確保內容完整且易於理解
    - 準備API發布會所需的資料和文件，確保發布流程順利
    - 持續監控API的使用狀況，及時發現並解決問題"
B1,"

工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計文件準備
    - 完成包含主要元件的設計文件
    - 包括 USB 通訊介面的設計內容
    - 初步擬定安全機制
2. 電路板設計
    - 配置主要元件的位置和走線
    - 確保 USB 通訊介面的穩定接入
    - 針對電路板進行初步的電氣測試
3. 資訊安全設計觀念
    - 辨識潛在的安全威脅
    - 制定安全通訊的基本框架
    - 研究現行的安全標準與規範

","

工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 安全通訊介面設計
    - 分析 USB 通訊介面的安全性需求
    - 選擇適當的加密算法
    - 編寫並測試初步的加密通訊程式
2. 電路板進一步設計
    - 優化元件布局以減少干擾
    - 確保電路的可靠性和穩定性
    - 進行更詳細的電氣測試和調試
3. 資訊安全機制優化
    - 實施全方位的安全通訊措施
    - 反覆進行安全測試以找出漏洞
    - 更新設計文件以反映最新的安全措施"
